contrato;obra;sequencia_do_trecho;rodovia;descricao_rodovia;descricao_trecho;km_inicial;km_final
DM-22.008/2020;Obra 1;1;LMG680;ENTRE RIBEIROS-ENTR LMG690 (P/BR040;;20,0;94,0
DM-22.008/2020;Obra 1;2;LMG690;ENTR BR040 (PARACATU)-PORTO BURITI (DIV 26CRG)-ENTR BR040 (JOÃO PINHEIRO);;0,0;36,5
DM-22.008/2020;Obra 1;3;MG188 ;DIV GO/MG-UNAÍ-PARACATU-COROMANDEL-BR365 (PATROCINIO);;0,0;53,9
DM-22.008/2020;Obra 1;4;MG188 ;DIV GO/MG-UNAÍ-PARACATU-COROMANDEL-BR365 (PATROCINIO);;89,9;122,7
DM-22.008/2020;Obra 1;5;LMG702;ENTR BR040-MORRO AGUDO;;0,0;16,2
DM-22.008/2020;Obra 1;6;LMG706;ENTR BR040 (PONTAL)-BARROQUINHA-CIA MINEIRA DE METAIS-VAZANTE;;0,0;70,3
DM-22.008/2020;Obra 1;7;MG188 ;DIV GO/MG-UNAÍ-PARACATU-COROMANDEL-BR365 (PATROCINIO);;122,7;304,0
DM-22.008/2020;Obra 1;8;CMG354;DIV GO/MG-GUARDA MOR-PATOS DE MINAS-FORMIGA-LAVRAS-CRUZÍLIA-CAXAMBU-POUSO ALTO-DIV MG/SP;;100,3;121,4
DM-22.008/2020;Obra 1;9;LMG658;ENTR BR251-BONSUCESSO-ENTR BR040 (PARACATU);;0,0;101,9
DM-22.008/2020;Obra 1;10;CMG251;DIV BA/MG-PEDRA AZUL-SALINAS-MONTES CLAROS-CORAÇÃO DE JESUS-SANTA FÉ DE MINAS-DIV MG/GO;;848,7;891,0
DM-22.008/2020;Obra 1;11;AMG900;ACESSO;ENTR LMG706 - VAZAMOR;0,0;3,0
DM-22.008/2020;Obra 1;12;AMG900;ACESSO;ENTR BR251 - PENITENCIÁRIA DE UNAÍ;0,0;9,0
DM-22.008/2020;Obra 1;13;AMG900;ACESSO;ENTR MG188 (BOLÍVIA) - CABECEIRA GRANDE;0,0;14,2
DM-22.008/2020;Obra 1;14;AMG900;ACESSO;ENTR MG408 - RIBEIRÃO ENTRE RIBEIROS;0,0;10,0
DM-22.008/2020-A;Obra 1;1;LMG680;ENTRE RIBEIROS-ENTR LMG690 (P/BR040;;20,0;94,0
DM-22.008/2020-A;Obra 1;2;LMG690;ENTR BR040 (PARACATU)-PORTO BURITI (DIV 26CRG)-ENTR BR040 (JOÃO PINHEIRO);;0,0;36,5
DM-22.008/2020-A;Obra 1;3;MG188 ;DIV GO/MG-UNAÍ-PARACATU-COROMANDEL-BR365 (PATROCINIO);;0,0;53,9
DM-22.008/2020-A;Obra 1;4;MG188 ;DIV GO/MG-UNAÍ-PARACATU-COROMANDEL-BR365 (PATROCINIO);;89,9;304,0
DM-22.008/2020-A;Obra 1;5;LMG702;ENTR BR040-MORRO AGUDO;;0,0;16,2
DM-22.008/2020-A;Obra 1;6;LMG706;ENTR BR040 (PONTAL)-BARROQUINHA-CIA MINEIRA DE METAIS-VAZANTE;;0,0;70,3
DM-22.008/2020-A;Obra 1;8;CMG354;DIV GO/MG-GUARDA MOR-PATOS DE MINAS-FORMIGA-LAVRAS-CRUZÍLIA-CAXAMBU-POUSO ALTO-DIV MG/SP;;100,3;121,4
DM-22.008/2020-A;Obra 1;9;LMG658;ENTR BR251-BONSUCESSO-ENTR BR040 (PARACATU);;0,0;101,9
DM-22.008/2020-A;Obra 1;10;CMG251;DIV BA/MG-PEDRA AZUL-SALINAS-MONTES CLAROS-CORAÇÃO DE JESUS-SANTA FÉ DE MINAS-DIV MG/GO;;848,7;891,0
DM-22.008/2020-A;Obra 1;11;AMG900;ACESSO;ENTR LMG706 - VAZAMOR;0,0;3,0
DM-22.008/2020-A;Obra 1;12;AMG900;ACESSO;ENTR BR251 - PENITENCIÁRIA DE UNAÍ;0,0;9,0
DM-22.008/2020-A;Obra 1;13;AMG900;ACESSO;ENTR MG188 (BOLÍVIA) - CABECEIRA GRANDE;0,0;14,2
DM-22.008/2020-A;Obra 1;14;AMG900;ACESSO;ENTR MG408 - RIBEIRÃO ENTRE RIBEIROS;0,0;10,0
DM-22.008/2020-B;Obra 1;1;LMG680;ENTRE RIBEIROS-ENTR LMG690 (P/BR040;;20,0;94,0
DM-22.008/2020-B;Obra 1;2;LMG690;ENTR BR040 (PARACATU)-PORTO BURITI (DIV 26CRG)-ENTR BR040 (JOÃO PINHEIRO);;0,0;36,5
DM-22.008/2020-B;Obra 1;3;MG188 ;DIV GO/MG-UNAÍ-PARACATU-COROMANDEL-BR365 (PATROCINIO);;0,0;53,9
DM-22.008/2020-B;Obra 1;4;MG188 ;DIV GO/MG-UNAÍ-PARACATU-COROMANDEL-BR365 (PATROCINIO);;89,9;304,0
DM-22.008/2020-B;Obra 1;5;LMG702;ENTR BR040-MORRO AGUDO;;0,0;16,2
DM-22.008/2020-B;Obra 1;6;LMG706;ENTR BR040 (PONTAL)-BARROQUINHA-CIA MINEIRA DE METAIS-VAZANTE;;0,0;70,3
DM-22.008/2020-B;Obra 1;8;CMG354;DIV GO/MG-GUARDA MOR-PATOS DE MINAS-FORMIGA-LAVRAS-CRUZÍLIA-CAXAMBU-POUSO ALTO-DIV MG/SP;;100,3;121,4
DM-22.008/2020-B;Obra 1;9;LMG658;ENTR BR251-BONSUCESSO-ENTR BR040 (PARACATU);;0,0;101,9
DM-22.008/2020-B;Obra 1;10;CMG251;DIV BA/MG-PEDRA AZUL-SALINAS-MONTES CLAROS-CORAÇÃO DE JESUS-SANTA FÉ DE MINAS-DIV MG/GO;;848,7;891,0
DM-22.008/2020-B;Obra 1;11;AMG900;ACESSO;ENTR LMG706 - VAZAMOR;0,0;3,0
DM-22.008/2020-B;Obra 1;12;AMG900;ACESSO;ENTR BR251 - PENITENCIÁRIA DE UNAÍ;0,0;9,0
DM-22.008/2020-B;Obra 1;13;AMG900;ACESSO;ENTR MG188 (BOLÍVIA) - CABECEIRA GRANDE;0,0;14,2
DM-22.008/2020-B;Obra 1;14;AMG900;ACESSO;ENTR MG408 - RIBEIRÃO ENTRE RIBEIROS;0,0;10,0
DM-22.008/2020-C;Obra 1;1;LMG680;ENTRE RIBEIROS-ENTR LMG690 (P/BR040;;20,0;94,0
DM-22.008/2020-C;Obra 1;2;LMG690;ENTR BR040 (PARACATU)-PORTO BURITI (DIV 26CRG)-ENTR BR040 (JOÃO PINHEIRO);;0,0;36,5
DM-22.008/2020-C;Obra 1;3;MG188 ;DIV GO/MG-UNAÍ-PARACATU-COROMANDEL-BR365 (PATROCINIO);;0,0;53,9
DM-22.008/2020-C;Obra 1;4;MG188 ;DIV GO/MG-UNAÍ-PARACATU-COROMANDEL-BR365 (PATROCINIO);;89,9;304,0
DM-22.008/2020-C;Obra 1;5;LMG702;ENTR BR040-MORRO AGUDO;;0,0;16,2
DM-22.008/2020-C;Obra 1;6;LMG706;ENTR BR040 (PONTAL)-BARROQUINHA-CIA MINEIRA DE METAIS-VAZANTE;;0,0;70,3
DM-22.008/2020-C;Obra 1;8;CMG354;DIV GO/MG-GUARDA MOR-PATOS DE MINAS-FORMIGA-LAVRAS-CRUZÍLIA-CAXAMBU-POUSO ALTO-DIV MG/SP;;100,3;121,4
DM-22.008/2020-C;Obra 1;9;LMG658;ENTR BR251-BONSUCESSO-ENTR BR040 (PARACATU);;0,0;101,9
DM-22.008/2020-C;Obra 1;10;CMG251;DIV BA/MG-PEDRA AZUL-SALINAS-MONTES CLAROS-CORAÇÃO DE JESUS-SANTA FÉ DE MINAS-DIV MG/GO;;848,7;891,0
DM-22.008/2020-C;Obra 1;11;AMG900;ACESSO;ENTR LMG706 - VAZAMOR;0,0;3,0
DM-22.008/2020-C;Obra 1;12;AMG900;ACESSO;ENTR BR251 - PENITENCIÁRIA DE UNAÍ;0,0;9,0
DM-22.008/2020-C;Obra 1;13;AMG900;ACESSO;ENTR MG188 (BOLÍVIA) - CABECEIRA GRANDE;0,0;14,2
DM-22.008/2020-C;Obra 1;14;AMG900;ACESSO;ENTR MG408 - RIBEIRÃO ENTRE RIBEIROS;0,0;10,0
DM-22.008/2020-D;Obra 1;1;LMG680;ENTRE RIBEIROS-ENTR LMG690 (P/BR040;;20,0;94,0
DM-22.008/2020-D;Obra 1;2;LMG690;ENTR BR040 (PARACATU)-PORTO BURITI (DIV 26CRG)-ENTR BR040 (JOÃO PINHEIRO);;0,0;36,5
DM-22.008/2020-D;Obra 1;3;MG188 ;DIV GO/MG-UNAÍ-PARACATU-COROMANDEL-BR365 (PATROCINIO);;0,0;53,9
DM-22.008/2020-D;Obra 1;4;MG188 ;DIV GO/MG-UNAÍ-PARACATU-COROMANDEL-BR365 (PATROCINIO);;89,9;304,0
DM-22.008/2020-D;Obra 1;5;LMG702;ENTR BR040-MORRO AGUDO;;0,0;16,2
DM-22.008/2020-D;Obra 1;6;LMG706;ENTR BR040 (PONTAL)-BARROQUINHA-CIA MINEIRA DE METAIS-VAZANTE;;0,0;70,3
DM-22.008/2020-D;Obra 1;8;CMG354;DIV GO/MG-GUARDA MOR-PATOS DE MINAS-FORMIGA-LAVRAS-CRUZÍLIA-CAXAMBU-POUSO ALTO-DIV MG/SP;;100,3;121,4
DM-22.008/2020-D;Obra 1;9;LMG658;ENTR BR251-BONSUCESSO-ENTR BR040 (PARACATU);;0,0;101,9
DM-22.008/2020-D;Obra 1;10;CMG251;DIV BA/MG-PEDRA AZUL-SALINAS-MONTES CLAROS-CORAÇÃO DE JESUS-SANTA FÉ DE MINAS-DIV MG/GO;;848,7;891,0
DM-22.008/2020-D;Obra 1;11;AMG900;ACESSO;ENTR LMG706 - VAZAMOR;0,0;3,0
DM-22.008/2020-D;Obra 1;12;AMG900;ACESSO;ENTR BR251 - PENITENCIÁRIA DE UNAÍ;0,0;9,0
DM-22.008/2020-D;Obra 1;13;AMG900;ACESSO;ENTR MG188 (BOLÍVIA) - CABECEIRA GRANDE;0,0;14,2
DM-22.008/2020-D;Obra 1;14;AMG900;ACESSO;ENTR MG408 - RIBEIRÃO ENTRE RIBEIROS;0,0;10,0
DM-22.009/2020;Obra 1;1;MG326 ;CATAS ALTAS-FONSECA-BARRA LONGA-PONTE NOVA;;28,0;82,7
DM-22.009/2020;Obra 1;2;MG329 ;PONTE NOVA-RIO CASCA-RAUL SOARES-BR116 (CARATINGA);;25,1;95,5
DM-22.009/2020;Obra 1;3;MG329 ;PONTE NOVA-RIO CASCA-RAUL SOARES-BR116 (CARATINGA);;100,5;137,7
DM-22.009/2020;Obra 1;4;MG445 ;BR120-GUARACIABA-PORTO FIRME (MGT482);;0,0;17,8
DM-22.009/2020;Obra 1;5;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;;105,3;214,6
DM-22.009/2020;Obra 1;6;MG280 ;MG132-SENADOR FIRMINO-PAULA CÂNDIDO-VIÇOSA;;6,0;25,7
DM-22.009/2020;Obra 1;7;MG262 ;MARIANA (BR356)-PONTE NOVA (BR120);;0,0;73,3
DM-22.009/2020;Obra 1;8;MG265 ;MG239-JEQUERI-SERICITA-BR116-DIVINO-CARANGOLA;;109,0;126,7
DM-22.009/2020;Obra 1;9;LMG826;ENTR MG329-ORATÓRIOS-AMPARO DA SERRA;;0,0;22,9
DM-22.009/2020;Obra 1;10;LMG828;ENTR MG265 (P/JEQUERI)-PISCAMBA-ENTR LMG826 (P/ORATÓRIOS);;0,0;13,8
DM-22.009/2020;Obra 1;11;LMG829;ENTR MG262-ACAIACA-BARRA LONGA;;0,0;22,6
DM-22.009/2020;Obra 1;12;MG129 ;ITABIRA-SÃO GONÇALO DO RIO ABAIXO-SANTA BÁRBARA-MARIANA-CONSELHEIRO LAFAIETE;;113,5;142,3
DM-22.009/2020;Obra 1;13;MG129 ;ITABIRA-SÃO GONÇALO DO RIO ABAIXO-SANTA BÁRBARA-MARIANA-CONSELHEIRO LAFAIETE;;159,1;190,7
DM-22.009/2020;Obra 1;14;LMG840;ENTR BR262-PEDRA BONITA;;0,0;44,0
DM-22.009/2020;Obra 1;15;LMG845;ENTR BR262 - SERICITA;;0,0;19,6
DM-22.009/2020;Obra 1;16;AMG900;ACESSO;ENTR MG329 - SANTA CRUZ DO ESCALVADO;0,0;18,4
DM-22.009/2020;Obra 1;17;AMG900;ACESSO;ENTR MG329 - PIEDADE DE PONTE NOVA;0,0;6,3
DM-22.009/2020;Obra 1;18;AMG900;ACESSO;ENTR MG329 - SANTO ANTÔNIO DO GRAMA;0,0;16,0
DM-22.009/2020;Obra 1;19;AMG900;ACESSO;ENTR MGC120 - CHOPOTÓ;0,0;7,7
DM-22.009/2020;Obra 1;20;AMG900;ACESSO;ENTR BR356 - OURO PRETO B;0,0;2,7
DM-22.009/2020;Obra 1;21;AMG900;ACESSO;ENTR BR356 - OURO PRETO A;0,0;5,8
DM-22.009/2020;Obra 1;22;AMG900;ACESSO;ENTR MG262 - DIOGO DE VASCONCELOS;0,0;15,8
DM-22.009/2020;Obra 1;23;AMG900;ACESSO;ENTR BR120 - AMPARO DA SERRA;0,0;13,0
DM-22.009/2020;Obra 1;24;AMG900;ACESSO;ENTR BR120 - PEDRA DO ANTA;0,0;19,0
DM-22.009/2020;Obra 1;25;AMG900;ACESSO;ENTR BR120 - CAJURI;0,0;3,6
DM-22.009/2020;Obra 1;26;AMG900;ACESSO;ENTR MG262 - PONTE NOVA;0,0;1,1
DM-22.009/2020;Obra 1;27;AMG900;ACESSO;ENTR MGC120 (DOM SILVÉRIO) - SEM PEIXE;0,0;13,3
DM-22.009/2020;Obra 1;28;AMG900;ACESSO;ENTR MG329 (VERMELHO VELHO)  - ACESSO P/ VERMELHO NOVO;0,0;11,3
DM-22.009/2020;Obra 1;29;AMG900;ACESSO;ENTR BR356 (OURO PRETO) - LAVRAS NOVAS;0,0;7,0
DM-22.009/2020;Obra 1;30;CMG120;ARAÇUAÍ-GUANHÃES-ITABIRA-VIÇOSA-UBÁ-CATAGUASES-LEOPOLDINA-DIV MG/RJ;;532,8;633,9
DM-22.009/2020-A;Obra 1;1;MG326 ;CATAS ALTAS-FONSECA-BARRA LONGA-PONTE NOVA;;28,0;82,7
DM-22.009/2020-A;Obra 1;2;MG329 ;PONTE NOVA-RIO CASCA-RAUL SOARES-BR116 (CARATINGA);;25,1;66,7
DM-22.009/2020-A;Obra 1;3;MG329 ;PONTE NOVA-RIO CASCA-RAUL SOARES-BR116 (CARATINGA);;100,5;137,7
DM-22.009/2020-A;Obra 1;4;MG445 ;BR120-GUARACIABA-PORTO FIRME (MGT482);;0,0;17,8
DM-22.009/2020-A;Obra 1;5;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;;105,3;114,7
DM-22.009/2020-A;Obra 1;6;MG280 ;MG132-SENADOR FIRMINO-PAULA CÂNDIDO-VIÇOSA;;6,0;25,7
DM-22.009/2020-A;Obra 1;7;MG262 ;MARIANA (BR356)-PONTE NOVA (BR120);;0,0;73,3
DM-22.009/2020-A;Obra 1;8;MG265 ;MG239-JEQUERI-SERICITA-BR116-DIVINO-CARANGOLA;;109,0;126,7
DM-22.009/2020-A;Obra 1;9;LMG826;ENTR MG329-ORATÓRIOS-AMPARO DA SERRA;;0,0;22,9
DM-22.009/2020-A;Obra 1;10;LMG828;ENTR MG265 (P/JEQUERI)-PISCAMBA-ENTR LMG826 (P/ORATÓRIOS);;0,0;13,8
DM-22.009/2020-A;Obra 1;11;LMG829;ENTR MG262-ACAIACA-BARRA LONGA;;0,0;22,6
DM-22.009/2020-A;Obra 1;12;MG129 ;ITABIRA-SÃO GONÇALO DO RIO ABAIXO-SANTA BÁRBARA-MARIANA-CONSELHEIRO LAFAIETE;;113,5;138,0
DM-22.009/2020-A;Obra 1;13;MG129 ;ITABIRA-SÃO GONÇALO DO RIO ABAIXO-SANTA BÁRBARA-MARIANA-CONSELHEIRO LAFAIETE;;159,1;190,7
DM-22.009/2020-A;Obra 1;14;LMG840;ENTR BR262-PEDRA BONITA;;0,0;44,0
DM-22.009/2020-A;Obra 1;15;LMG845;ENTR BR262 - SERICITA;;0,0;19,6
DM-22.009/2020-A;Obra 1;16;AMG900;ACESSO;ENTR MG329 - SANTA CRUZ DO ESCALVADO;0,0;18,4
DM-22.009/2020-A;Obra 1;17;AMG900;ACESSO;ENTR MG329 - PIEDADE DE PONTE NOVA;0,0;6,3
DM-22.009/2020-A;Obra 1;18;AMG900;ACESSO;ENTR MG329 - SANTO ANTÔNIO DO GRAMA;0,0;16,0
DM-22.009/2020-A;Obra 1;19;AMG900;ACESSO;ENTR MGC120 - CHOPOTÓ;0,0;7,7
DM-22.009/2020-A;Obra 1;20;AMG900;ACESSO;ENTR BR356 - OURO PRETO B;0,0;2,7
DM-22.009/2020-A;Obra 1;21;AMG900;ACESSO;ENTR BR356 - OURO PRETO A;0,0;5,8
DM-22.009/2020-A;Obra 1;22;AMG900;ACESSO;ENTR MG262 - DIOGO DE VASCONCELOS;0,0;15,8
DM-22.009/2020-A;Obra 1;23;AMG900;ACESSO;ENTR BR120 - AMPARO DA SERRA;0,0;13,0
DM-22.009/2020-A;Obra 1;24;AMG900;ACESSO;ENTR BR120 - PEDRA DO ANTA;0,0;19,0
DM-22.009/2020-A;Obra 1;25;AMG900;ACESSO;ENTR BR120 - CAJURI;0,0;3,6
DM-22.009/2020-A;Obra 1;26;AMG900;ACESSO;ENTR MG262 - PONTE NOVA;0,0;1,1
DM-22.009/2020-A;Obra 1;27;AMG900;ACESSO;ENTR MGC120 (DOM SILVÉRIO) - SEM PEIXE;0,0;13,3
DM-22.009/2020-A;Obra 1;28;AMG900;ACESSO;ENTR MG329 (VERMELHO VELHO)  - ACESSO P/ VERMELHO NOVO;0,0;11,3
DM-22.009/2020-A;Obra 1;29;AMG900;ACESSO;ENTR BR356 (OURO PRETO) - LAVRAS NOVAS;0,0;7,0
DM-22.009/2020-A;Obra 1;30;CMG120;ARAÇUAÍ-GUANHÃES-ITABIRA-VIÇOSA-UBÁ-CATAGUASES-LEOPOLDINA-DIV MG/RJ;;532,8;633,9
DM-22.009/2020-A;Obra 1;31;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;;116,8;129,7
DM-22.009/2020-A;Obra 1;32;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;;132,0;145,8
DM-22.009/2020-A;Obra 1;33;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;;152,0;214,6
DM-22.009/2020-A;Obra 1;34;MG129 ;ITABIRA-SÃO GONÇALO DO RIO ABAIXO-SANTA BÁRBARA-MARIANA-CONSELHEIRO LAFAIETE;;140,0;142,3
DM-22.009/2020-A;Obra 1;35;MG129 ;ITABIRA-SÃO GONÇALO DO RIO ABAIXO-SANTA BÁRBARA-MARIANA-CONSELHEIRO LAFAIETE;;159,1;190,7
DM-22.009/2020-A;Obra 1;36;MG329 ;PONTE NOVA-RIO CASCA-RAUL SOARES-BR116 (CARATINGA);;68,1;79,1
DM-22.009/2020-A;Obra 1;37;MG329 ;PONTE NOVA-RIO CASCA-RAUL SOARES-BR116 (CARATINGA);;81,3;95,5
DM-22.009/2020-B;Obra 1;1;MG326 ;CATAS ALTAS-FONSECA-BARRA LONGA-PONTE NOVA;;28,0;82,7
DM-22.009/2020-B;Obra 1;2;MG329 ;PONTE NOVA-RIO CASCA-RAUL SOARES-BR116 (CARATINGA);;25,1;66,7
DM-22.009/2020-B;Obra 1;3;MG329 ;PONTE NOVA-RIO CASCA-RAUL SOARES-BR116 (CARATINGA);;100,5;137,7
DM-22.009/2020-B;Obra 1;4;MG445 ;BR120-GUARACIABA-PORTO FIRME (MGT482);;0,0;17,8
DM-22.009/2020-B;Obra 1;5;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;;105,3;114,7
DM-22.009/2020-B;Obra 1;6;MG280 ;MG132-SENADOR FIRMINO-PAULA CÂNDIDO-VIÇOSA;;6,0;25,7
DM-22.009/2020-B;Obra 1;7;MG262 ;MARIANA (BR356)-PONTE NOVA (BR120);;0,0;73,3
DM-22.009/2020-B;Obra 1;8;MG265 ;MG239-JEQUERI-SERICITA-BR116-DIVINO-CARANGOLA;;109,0;126,7
DM-22.009/2020-B;Obra 1;9;LMG826;ENTR MG329-ORATÓRIOS-AMPARO DA SERRA;;0,0;22,9
DM-22.009/2020-B;Obra 1;10;LMG828;ENTR MG265 (P/JEQUERI)-PISCAMBA-ENTR LMG826 (P/ORATÓRIOS);;0,0;13,8
DM-22.009/2020-B;Obra 1;11;LMG829;ENTR MG262-ACAIACA-BARRA LONGA;;0,0;22,6
DM-22.009/2020-B;Obra 1;12;MG129 ;ITABIRA-SÃO GONÇALO DO RIO ABAIXO-SANTA BÁRBARA-MARIANA-CONSELHEIRO LAFAIETE;;113,5;138,0
DM-22.009/2020-B;Obra 1;13;MG129 ;ITABIRA-SÃO GONÇALO DO RIO ABAIXO-SANTA BÁRBARA-MARIANA-CONSELHEIRO LAFAIETE;;159,1;190,7
DM-22.009/2020-B;Obra 1;14;LMG840;ENTR BR262-PEDRA BONITA;;0,0;44,0
DM-22.009/2020-B;Obra 1;15;LMG845;ENTR BR262 - SERICITA;;0,0;19,6
DM-22.009/2020-B;Obra 1;16;AMG900;ACESSO;ENTR MG329 - SANTA CRUZ DO ESCALVADO;0,0;18,4
DM-22.009/2020-B;Obra 1;17;AMG900;ACESSO;ENTR MG329 - PIEDADE DE PONTE NOVA;0,0;6,3
DM-22.009/2020-B;Obra 1;18;AMG900;ACESSO;ENTR MG329 - SANTO ANTÔNIO DO GRAMA;0,0;16,0
DM-22.009/2020-B;Obra 1;19;AMG900;ACESSO;ENTR MGC120 - CHOPOTÓ;0,0;7,7
DM-22.009/2020-B;Obra 1;20;AMG900;ACESSO;ENTR BR356 - OURO PRETO B;0,0;2,7
DM-22.009/2020-B;Obra 1;21;AMG900;ACESSO;ENTR BR356 - OURO PRETO A;0,0;5,8
DM-22.009/2020-B;Obra 1;22;AMG900;ACESSO;ENTR MG262 - DIOGO DE VASCONCELOS;0,0;15,8
DM-22.009/2020-B;Obra 1;23;AMG900;ACESSO;ENTR BR120 - AMPARO DA SERRA;0,0;13,0
DM-22.009/2020-B;Obra 1;24;AMG900;ACESSO;ENTR BR120 - PEDRA DO ANTA;0,0;19,0
DM-22.009/2020-B;Obra 1;25;AMG900;ACESSO;ENTR BR120 - CAJURI;0,0;3,6
DM-22.009/2020-B;Obra 1;26;AMG900;ACESSO;ENTR MG262 - PONTE NOVA;0,0;1,1
DM-22.009/2020-B;Obra 1;27;AMG900;ACESSO;ENTR MGC120 (DOM SILVÉRIO) - SEM PEIXE;0,0;13,3
DM-22.009/2020-B;Obra 1;28;AMG900;ACESSO;ENTR MG329 (VERMELHO VELHO)  - ACESSO P/ VERMELHO NOVO;0,0;11,3
DM-22.009/2020-B;Obra 1;29;AMG900;ACESSO;ENTR BR356 (OURO PRETO) - LAVRAS NOVAS;0,0;7,0
DM-22.009/2020-B;Obra 1;30;CMG120;ARAÇUAÍ-GUANHÃES-ITABIRA-VIÇOSA-UBÁ-CATAGUASES-LEOPOLDINA-DIV MG/RJ;;532,8;633,9
DM-22.009/2020-B;Obra 1;31;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;;116,8;129,7
DM-22.009/2020-B;Obra 1;32;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;;132,0;145,8
DM-22.009/2020-B;Obra 1;33;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;;152,0;214,6
DM-22.009/2020-B;Obra 1;34;MG129 ;ITABIRA-SÃO GONÇALO DO RIO ABAIXO-SANTA BÁRBARA-MARIANA-CONSELHEIRO LAFAIETE;;140,0;142,3
DM-22.009/2020-B;Obra 1;35;MG129 ;ITABIRA-SÃO GONÇALO DO RIO ABAIXO-SANTA BÁRBARA-MARIANA-CONSELHEIRO LAFAIETE;;159,1;190,7
DM-22.009/2020-B;Obra 1;36;MG329 ;PONTE NOVA-RIO CASCA-RAUL SOARES-BR116 (CARATINGA);;68,1;79,1
DM-22.009/2020-B;Obra 1;37;MG329 ;PONTE NOVA-RIO CASCA-RAUL SOARES-BR116 (CARATINGA);;81,3;95,5
DM-22.009/2020-C;Obra 1;1;MG326 ;CATAS ALTAS-FONSECA-BARRA LONGA-PONTE NOVA;;28,0;82,7
DM-22.009/2020-C;Obra 1;2;MG329 ;PONTE NOVA-RIO CASCA-RAUL SOARES-BR116 (CARATINGA);;25,1;66,7
DM-22.009/2020-C;Obra 1;3;MG329 ;PONTE NOVA-RIO CASCA-RAUL SOARES-BR116 (CARATINGA);;100,5;137,7
DM-22.009/2020-C;Obra 1;4;MG445 ;BR120-GUARACIABA-PORTO FIRME (MGT482);;0,0;17,8
DM-22.009/2020-C;Obra 1;5;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;;105,3;114,7
DM-22.009/2020-C;Obra 1;6;MG280 ;MG132-SENADOR FIRMINO-PAULA CÂNDIDO-VIÇOSA;;6,0;25,7
DM-22.009/2020-C;Obra 1;7;MG262 ;MARIANA (BR356)-PONTE NOVA (BR120);;0,0;73,3
DM-22.009/2020-C;Obra 1;8;MG265 ;MG239-JEQUERI-SERICITA-BR116-DIVINO-CARANGOLA;;109,0;126,7
DM-22.009/2020-C;Obra 1;9;LMG826;ENTR MG329-ORATÓRIOS-AMPARO DA SERRA;;0,0;22,9
DM-22.009/2020-C;Obra 1;10;LMG828;ENTR MG265 (P/JEQUERI)-PISCAMBA-ENTR LMG826 (P/ORATÓRIOS);;0,0;13,8
DM-22.009/2020-C;Obra 1;11;LMG829;ENTR MG262-ACAIACA-BARRA LONGA;;0,0;22,6
DM-22.009/2020-C;Obra 1;12;MG129 ;ITABIRA-SÃO GONÇALO DO RIO ABAIXO-SANTA BÁRBARA-MARIANA-CONSELHEIRO LAFAIETE;;113,5;138,0
DM-22.009/2020-C;Obra 1;13;MG129 ;ITABIRA-SÃO GONÇALO DO RIO ABAIXO-SANTA BÁRBARA-MARIANA-CONSELHEIRO LAFAIETE;;159,1;190,7
DM-22.009/2020-C;Obra 1;14;LMG840;ENTR BR262-PEDRA BONITA;;0,0;44,0
DM-22.009/2020-C;Obra 1;15;LMG845;ENTR BR262 - SERICITA;;0,0;19,6
DM-22.009/2020-C;Obra 1;16;AMG900;ACESSO;ENTR MG329 - SANTA CRUZ DO ESCALVADO;0,0;18,4
DM-22.009/2020-C;Obra 1;17;AMG900;ACESSO;ENTR MG329 - PIEDADE DE PONTE NOVA;0,0;6,3
DM-22.009/2020-C;Obra 1;18;AMG900;ACESSO;ENTR MG329 - SANTO ANTÔNIO DO GRAMA;0,0;16,0
DM-22.009/2020-C;Obra 1;19;AMG900;ACESSO;ENTR MGC120 - CHOPOTÓ;0,0;7,7
